"","IGFNS1_aligned.bam"
"ENSRNOG00000051408",1216
"ENSRNOG00000011513",577
"ENSRNOG00000003452",1
"ENSRNOG00000055102",0
"ENSRNOG00000063233",9
"ENSRNOG00000046469",0
"ENSRNOG00000032038",0
"ENSRNOG00000002285",241
"ENSRNOG00000045622",10
"ENSRNOG00000003587",324
"ENSRNOG00000011034",0
"ENSRNOG00000011661",624
"ENSRNOG00000061530",13
"ENSRNOG00000064060",0
"ENSRNOG00000069520",0
"ENSRNOG00000066891",6
"ENSRNOG00000050006",256
"ENSRNOG00000010846",137
"ENSRNOG00000066471",58
"ENSRNOG00000063831",1
"ENSRNOG00000054900",0
"ENSRNOG00000058249",1401
"ENSRNOG00000033176",140
"ENSRNOG00000046862",448
"ENSRNOG00000066217",2
"ENSRNOG00000009893",458
"ENSRNOG00000065464",0
"ENSRNOG00000063412",58
"ENSRNOG00000003346",27
"ENSRNOG00000010171",1570
"ENSRNOG00000003013",1400
"ENSRNOG00000043128",213
"ENSRNOG00000069699",38
"ENSRNOG00000028011",0
"ENSRNOG00000025811",56
"ENSRNOG00000070381",0
"ENSRNOG00000003350",815
"ENSRNOG00000032738",0
"ENSRNOG00000065924",83
"ENSRNOG00000055939",106
"ENSRNOG00000028993",11827
"ENSRNOG00000002276",429
"ENSRNOG00000024135",186
"ENSRNOG00000051319",2
"ENSRNOG00000064542",0
"ENSRNOG00000056703",1916
"ENSRNOG00000056398",973
"ENSRNOG00000056772",2369
"ENSRNOG00000005624",1814
"ENSRNOG00000063223",54
"ENSRNOG00000024138",0
"ENSRNOG00000069720",0
"ENSRNOG00000038686",428
"ENSRNOG00000063806",59
"ENSRNOG00000011702",2
"ENSRNOG00000023163",10
"ENSRNOG00000039762",0
"ENSRNOG00000004009",0
"ENSRNOG00000023094",0
"ENSRNOG00000005430",37
"ENSRNOG00000003342",3
"ENSRNOG00000063120",0
"ENSRNOG00000012513",1193
"ENSRNOG00000065758",36
"ENSRNOG00000004124",11
"ENSRNOG00000063778",0
"ENSRNOG00000055454",9
"ENSRNOG00000039615",0
"ENSRNOG00000066456",0
"ENSRNOG00000031665",2
"ENSRNOG00000023269",807
"ENSRNOG00000059641",17
"ENSRNOG00000063709",0
"ENSRNOG00000005753",74
"ENSRNOG00000003261",8035
"ENSRNOG00000002844",50
"ENSRNOG00000062806",0
"ENSRNOG00000064782",0
"ENSRNOG00000006515",260
"ENSRNOG00000028611",898
"ENSRNOG00000004304",295
"ENSRNOG00000033844",2
"ENSRNOG00000030417",0
"ENSRNOG00000002975",180
"ENSRNOG00000006067",220
"ENSRNOG00000003085",0
"ENSRNOG00000043306",0
"ENSRNOG00000006459",254
"ENSRNOG00000028033",0
"ENSRNOG00000066885",0
"ENSRNOG00000013322",219
"ENSRNOG00000062513",0
"ENSRNOG00000027233",2
"ENSRNOG00000003099",2366
"ENSRNOG00000070576",0
"ENSRNOG00000025705",2340
"ENSRNOG00000003158",482
"ENSRNOG00000052626",0
"ENSRNOG00000070906",0
"ENSRNOG00000003178",148
"ENSRNOG00000004257",956
"ENSRNOG00000057785",0
"ENSRNOG00000002751",142
"ENSRNOG00000030619",0
"ENSRNOG00000064823",0
"ENSRNOG00000068767",44
"ENSRNOG00000056492",0
"ENSRNOG00000038965",104
"ENSRNOG00000068658",0
"ENSRNOG00000056101",0
"ENSRNOG00000056547",0
"ENSRNOG00000030999",0
"ENSRNOG00000045695",956
"ENSRNOG00000053806",0
"ENSRNOG00000050562",180
"ENSRNOG00000033335",63
"ENSRNOG00000063926",0
"ENSRNOG00000024350",0
"ENSRNOG00000063064",0
"ENSRNOG00000070212",0
"ENSRNOG00000009605",1123
"ENSRNOG00000066639",0
"ENSRNOG00000063299",0
"ENSRNOG00000012358",94
"ENSRNOG00000059086",0
"ENSRNOG00000066228",0
"ENSRNOG00000064102",0
"ENSRNOG00000061403",0
"ENSRNOG00000068302",0
"ENSRNOG00000063287",1
"ENSRNOG00000054339",29
"ENSRNOG00000056968",1
"ENSRNOG00000061586",0
"ENSRNOG00000065810",0
"ENSRNOG00000061686",0
"ENSRNOG00000064383",1
"ENSRNOG00000053780",0
"ENSRNOG00000049382",2783
"ENSRNOG00000062323",0
"ENSRNOG00000066895",0
"ENSRNOG00000031367",460
"ENSRNOG00000056300",0
"ENSRNOG00000065456",0
"ENSRNOG00000004120",3
"ENSRNOG00000042530",0
"ENSRNOG00000032970",0
"ENSRNOG00000057906",0
"ENSRNOG00000030228",1211
"ENSRNOG00000053153",0
"ENSRNOG00000004222",0
"ENSRNOG00000002365",1
"ENSRNOG00000028751",1
"ENSRNOG00000051365",0
"ENSRNOG00000065575",0
"ENSRNOG00000012787",888
"ENSRNOG00000065877",1
"ENSRNOG00000069354",0
"ENSRNOG00000066668",0
"ENSRNOG00000055009",0
"ENSRNOG00000004319",4859
"ENSRNOG00000065651",0
"ENSRNOG00000057745",1
"ENSRNOG00000004160",307
"ENSRNOG00000067660",29
"ENSRNOG00000057599",0
"ENSRNOG00000056159",0
"ENSRNOG00000002346",0
"ENSRNOG00000024479",3
"ENSRNOG00000061094",0
"ENSRNOG00000068889",0
"ENSRNOG00000067646",0
"ENSRNOG00000061385",0
"ENSRNOG00000062466",744
"ENSRNOG00000057375",0
"ENSRNOG00000004249",0
"ENSRNOG00000056135",521
"ENSRNOG00000060793",5617
"ENSRNOG00000066349",0
"ENSRNOG00000057784",0
"ENSRNOG00000037455",0
"ENSRNOG00000058350",0
"ENSRNOG00000026351",0
"ENSRNOG00000052132",0
"ENSRNOG00000047231",15
"ENSRNOG00000061703",0
"ENSRNOG00000025730",823
"ENSRNOG00000006670",8
"ENSRNOG00000063434",0
"ENSRNOG00000066429",0
"ENSRNOG00000005402",250
"ENSRNOG00000059253",0
"ENSRNOG00000051360",0
"ENSRNOG00000049853",3
"ENSRNOG00000064790",1
"ENSRNOG00000025211",0
"ENSRNOG00000057907",0
"ENSRNOG00000010348",0
"ENSRNOG00000003705",0
"ENSRNOG00000053117",0
"ENSRNOG00000037661",549
"ENSRNOG00000067126",0
"ENSRNOG00000070960",0
"ENSRNOG00000022848",0
"ENSRNOG00000055202",0
"ENSRNOG00000067179",0
"ENSRNOG00000037845",0
"ENSRNOG00000069728",0
"ENSRNOG00000049849",200
"ENSRNOG00000056042",0
"ENSRNOG00000022806",10
"ENSRNOG00000069345",0
"ENSRNOG00000029330",89
"ENSRNOG00000029078",3
"ENSRNOG00000065911",0
"ENSRNOG00000059358",0
"ENSRNOG00000002379",17
"ENSRNOG00000065371",0
"ENSRNOG00000023005",0
"ENSRNOG00000011729",4
"ENSRNOG00000065841",0
"ENSRNOG00000004676",134
"ENSRNOG00000066206",0
"ENSRNOG00000052694",2
"ENSRNOG00000060712",0
"ENSRNOG00000067906",0
"ENSRNOG00000068778",0
"ENSRNOG00000065427",0
"ENSRNOG00000069571",53
"ENSRNOG00000066440",0
"ENSRNOG00000048066",0
"ENSRNOG00000056924",0
"ENSRNOG00000065224",0
"ENSRNOG00000065883",800
"ENSRNOG00000037838",13
"ENSRNOG00000068927",0
"ENSRNOG00000002387",295
"ENSRNOG00000063107",0
"ENSRNOG00000062343",0
"ENSRNOG00000052123",0
"ENSRNOG00000053261",0
"ENSRNOG00000069846",0
"ENSRNOG00000064388",0
"ENSRNOG00000028822",1615
"ENSRNOG00000054644",0
"ENSRNOG00000000879",495
"ENSRNOG00000067319",0
"ENSRNOG00000002451",0
"ENSRNOG00000062658",0
"ENSRNOG00000032973",1
"ENSRNOG00000053584",0
"ENSRNOG00000060856",0
"ENSRNOG00000011113",0
"ENSRNOG00000048817",59
"ENSRNOG00000063933",7
"ENSRNOG00000051310",0
"ENSRNOG00000002428",60
"ENSRNOG00000067786",147
"ENSRNOG00000065631",32
"ENSRNOG00000061508",266
"ENSRNOG00000029935",0
"ENSRNOG00000067513",0
"ENSRNOG00000011508",99
"ENSRNOG00000056326",0
"ENSRNOG00000002921",0
"ENSRNOG00000027520",9014
"ENSRNOG00000054559",0
"ENSRNOG00000052401",0
"ENSRNOG00000070035",212
"ENSRNOG00000053104",0
"ENSRNOG00000037839",0
"ENSRNOG00000052165",0
"ENSRNOG00000052635",0
"ENSRNOG00000070771",4
"ENSRNOG00000056635",1
"ENSRNOG00000057644",1
"ENSRNOG00000056858",0
"ENSRNOG00000058703",0
"ENSRNOG00000012786",2235
"ENSRNOG00000045577",0
"ENSRNOG00000049985",135
"ENSRNOG00000054689",547
"ENSRNOG00000059000",0
"ENSRNOG00000056735",420
"ENSRNOG00000056465",0
"ENSRNOG00000067534",0
"ENSRNOG00000009746",94
"ENSRNOG00000058792",0
"ENSRNOG00000066758",0
"ENSRNOG00000058540",0
"ENSRNOG00000055485",4
"ENSRNOG00000064032",0
"ENSRNOG00000057825",0
"ENSRNOG00000067447",0
"ENSRNOG00000054805",0
"ENSRNOG00000004903",300
"ENSRNOG00000058904",0
"ENSRNOG00000006756",7996
"ENSRNOG00000067672",0
"ENSRNOG00000068061",0
"ENSRNOG00000061367",831
"ENSRNOG00000063973",36
"ENSRNOG00000066168",0
"ENSRNOG00000068049",0
"ENSRNOG00000003187",105
"ENSRNOG00000066717",0
"ENSRNOG00000066062",0
"ENSRNOG00000058336",0
"ENSRNOG00000005303",273
"ENSRNOG00000056084",2
"ENSRNOG00000069859",0
"ENSRNOG00000003194",89
"ENSRNOG00000053885",0
"ENSRNOG00000059999",1
"ENSRNOG00000013162",19
"ENSRNOG00000070753",0
"ENSRNOG00000065170",0
"ENSRNOG00000022476",1
"ENSRNOG00000066034",0
"ENSRNOG00000070348",0
"ENSRNOG00000070790",1
"ENSRNOG00000060763",0
"ENSRNOG00000063275",1158
"ENSRNOG00000003191",498
"ENSRNOG00000068964",0
"ENSRNOG00000005387",4879
"ENSRNOG00000007733",182
"ENSRNOG00000004036",1199
"ENSRNOG00000027331",20
"ENSRNOG00000037658",178
"ENSRNOG00000030519",1
"ENSRNOG00000003622",3
"ENSRNOG00000047960",27
"ENSRNOG00000003836",0
"ENSRNOG00000014029",1447
"ENSRNOG00000033316",158
"ENSRNOG00000034182",491
"ENSRNOG00000007984",973
"ENSRNOG00000027767",0
"ENSRNOG00000012995",0
"ENSRNOG00000067596",2
"ENSRNOG00000048025",1040
"ENSRNOG00000057091",13
"ENSRNOG00000003954",0
"ENSRNOG00000062241",0
"ENSRNOG00000047339",480
"ENSRNOG00000003949",106
"ENSRNOG00000046021",8
"ENSRNOG00000027899",0
"ENSRNOG00000018923",1853
"ENSRNOG00000067767",0
"ENSRNOG00000063456",3
"ENSRNOG00000032132",2
"ENSRNOG00000056845",0
"ENSRNOG00000069852",0
"ENSRNOG00000050510",2048
"ENSRNOG00000002429",3
"ENSRNOG00000053351",0
"ENSRNOG00000003783",0
"ENSRNOG00000069303",3979
"ENSRNOG00000030759",639
"ENSRNOG00000046918",175
"ENSRNOG00000038269",0
"ENSRNOG00000004882",29
"ENSRNOG00000023256",0
"ENSRNOG00000038257",6
"ENSRNOG00000042751",0
"ENSRNOG00000040008",0
"ENSRNOG00000058952",0
"ENSRNOG00000002862",196
"ENSRNOG00000043229",0
"ENSRNOG00000050041",0
"ENSRNOG00000038066",0
"ENSRNOG00000067987",0
"ENSRNOG00000003726",27
"ENSRNOG00000071183",0
"ENSRNOG00000038046",0
"ENSRNOG00000000875",13509
"ENSRNOG00000062756",0
"ENSRNOG00000003848",2097
"ENSRNOG00000066828",0
"ENSRNOG00000054638",0
"ENSRNOG00000013018",240
"ENSRNOG00000038169",129
"ENSRNOG00000025383",992
"ENSRNOG00000002984",0
"ENSRNOG00000031534",0
"ENSRNOG00000031517",3662
"ENSRNOG00000004197",32
"ENSRNOG00000008177",45
"ENSRNOG00000042687",0
"ENSRNOG00000048706",5
"ENSRNOG00000039305",0
"ENSRNOG00000003025",0
"ENSRNOG00000026267",926
"ENSRNOG00000062879",4
"ENSRNOG00000033484",0
"ENSRNOG00000030877",0
"ENSRNOG00000042779",0
"ENSRNOG00000062360",370
"ENSRNOG00000003062",620
"ENSRNOG00000006877",550
"ENSRNOG00000021400",3
"ENSRNOG00000025290",3
"ENSRNOG00000031286",5
"ENSRNOG00000065591",35
"ENSRNOG00000003008",1
"ENSRNOG00000062346",0
"ENSRNOG00000027761",365
"ENSRNOG00000018301",124
"ENSRNOG00000048011",3
"ENSRNOG00000063494",0
"ENSRNOG00000002565",1059
"ENSRNOG00000066262",0
"ENSRNOG00000002660",128
"ENSRNOG00000062951",0
"ENSRNOG00000000871",0
"ENSRNOG00000003812",40
"ENSRNOG00000068306",1269
"ENSRNOG00000039323",0
"ENSRNOG00000028585",1057
"ENSRNOG00000031283",0
"ENSRNOG00000005736",2549
"ENSRNOG00000032807",566
"ENSRNOG00000028050",0
"ENSRNOG00000033458",0
"ENSRNOG00000042753",574
"ENSRNOG00000002784",0
"ENSRNOG00000040013",0
"ENSRNOG00000029090",0
"ENSRNOG00000037799",0
"ENSRNOG00000005135",104
"ENSRNOG00000066048",482
"ENSRNOG00000028044",0
"ENSRNOG00000021748",172
"ENSRNOG00000029736",0
"ENSRNOG00000065266",1
"ENSRNOG00000065209",0
"ENSRNOG00000032797",0
"ENSRNOG00000026315",0
"ENSRNOG00000027907",0
"ENSRNOG00000069568",424
"ENSRNOG00000069398",0
"ENSRNOG00000040033",0
"ENSRNOG00000003354",0
"ENSRNOG00000066859",0
"ENSRNOG00000053601",211
"ENSRNOG00000002592",0
"ENSRNOG00000046053",0
"ENSRNOG00000032390",0
"ENSRNOG00000003030",0
"ENSRNOG00000029850",0
"ENSRNOG00000002959",233
"ENSRNOG00000069000",0
"ENSRNOG00000054401",0
"ENSRNOG00000024884",0
"ENSRNOG00000021547",0
"ENSRNOG00000029087",106
"ENSRNOG00000048213",0
"ENSRNOG00000060542",232
"ENSRNOG00000029926",93
"ENSRNOG00000006642",237
"ENSRNOG00000007766",481
"ENSRNOG00000003377",0
"ENSRNOG00000067363",11
"ENSRNOG00000049355",4
"ENSRNOG00000046390",3
"ENSRNOG00000004322",25
"ENSRNOG00000028847",0
"ENSRNOG00000032208",0
"ENSRNOG00000037707",92
"ENSRNOG00000043182",348
"ENSRNOG00000058183",27
"ENSRNOG00000002291",187
"ENSRNOG00000049020",3
"ENSRNOG00000024801",446
"ENSRNOG00000000869",1004
"ENSRNOG00000030475",284
"ENSRNOG00000045618",0
"ENSRNOG00000062353",1152
"ENSRNOG00000046858",10
"ENSRNOG00000037610",0
"ENSRNOG00000039203",1397
"ENSRNOG00000034198",744
"ENSRNOG00000021589",23
"ENSRNOG00000067072",892
"ENSRNOG00000026227",0
"ENSRNOG00000019176",0
"ENSRNOG00000022939",343
"ENSRNOG00000037711",0
"ENSRNOG00000047100",0
"ENSRNOG00000022391",53
"ENSRNOG00000066509",0
"ENSRNOG00000037645",0
"ENSRNOG00000039192",4
"ENSRNOG00000040026",0
"ENSRNOG00000026265",0
"ENSRNOG00000066297",128
"ENSRNOG00000050465",270
"ENSRNOG00000010092",57
"ENSRNOG00000004795",0
"ENSRNOG00000012756",2
"ENSRNOG00000029512",13
"ENSRNOG00000064591",0
"ENSRNOG00000003430",0
"ENSRNOG00000039496",6386
"ENSRNOG00000039980",972
"ENSRNOG00000030645",13
"ENSRNOG00000027658",0
"ENSRNOG00000049392",2
"ENSRNOG00000012564",277
"ENSRNOG00000069556",2
"ENSRNOG00000061620",0
"ENSRNOG00000022417",361
"ENSRNOG00000003554",183
"ENSRNOG00000031533",0
"ENSRNOG00000004409",0
"ENSRNOG00000070784",0
"ENSRNOG00000003707",1296
"ENSRNOG00000063745",0
"ENSRNOG00000063942",2
"ENSRNOG00000003734",20
"ENSRNOG00000068286",7
"ENSRNOG00000023016",1
"ENSRNOG00000063278",475
"ENSRNOG00000021434",0
"ENSRNOG00000039985",1737
"ENSRNOG00000048990",0
"ENSRNOG00000003456",0
"ENSRNOG00000037506",0
"ENSRNOG00000069375",19
"ENSRNOG00000071109",0
"ENSRNOG00000003742",180
"ENSRNOG00000063966",1348
"ENSRNOG00000033413",0
"ENSRNOG00000065461",0
"ENSRNOG00000033628",0
"ENSRNOG00000065004",13
"ENSRNOG00000029322",0
"ENSRNOG00000067186",0
"ENSRNOG00000007345",190
"ENSRNOG00000049908",178
"ENSRNOG00000063711",1
"ENSRNOG00000062329",20
"ENSRNOG00000069341",0
"ENSRNOG00000062994",0
"ENSRNOG00000058089",0
"ENSRNOG00000034150",1407
"ENSRNOG00000064868",0
"ENSRNOG00000030434",0
"ENSRNOG00000045535",676
"ENSRNOG00000062421",407
"ENSRNOG00000029788",0
"ENSRNOG00000066544",0
"ENSRNOG00000069643",0
"ENSRNOG00000058173",0
"ENSRNOG00000007688",94
"ENSRNOG00000067223",39
"ENSRNOG00000070469",0
"ENSRNOG00000066398",2
"ENSRNOG00000013321",716
"ENSRNOG00000070141",0
"ENSRNOG00000059783",0
"ENSRNOG00000043487",1
"ENSRNOG00000005176",14
"ENSRNOG00000003472",480
"ENSRNOG00000067844",6
"ENSRNOG00000067113",0
"ENSRNOG00000067936",0
"ENSRNOG00000063423",0
"ENSRNOG00000047491",3
"ENSRNOG00000063525",0
"ENSRNOG00000002509",1437
"ENSRNOG00000060421",0
"ENSRNOG00000048356",698
"ENSRNOG00000040249",1
"ENSRNOG00000051885",5
"ENSRNOG00000058333",0
"ENSRNOG00000005681",1
"ENSRNOG00000070384",3
"ENSRNOG00000004971",202
"ENSRNOG00000052773",0
"ENSRNOG00000069211",0
"ENSRNOG00000050915",0
"ENSRNOG00000002449",1261
"ENSRNOG00000059720",0
"ENSRNOG00000005157",5009
"ENSRNOG00000038970",952
"ENSRNOG00000064829",185
"ENSRNOG00000064917",398
"ENSRNOG00000007014",6
"ENSRNOG00000068201",0
"ENSRNOG00000062296",23
"ENSRNOG00000037399",0
"ENSRNOG00000062231",438
"ENSRNOG00000065027",0
"ENSRNOG00000023440",75
"ENSRNOG00000000873",0
"ENSRNOG00000003531",0
"ENSRNOG00000024763",30
"ENSRNOG00000068015",0
"ENSRNOG00000068349",8
"ENSRNOG00000046097",0
"ENSRNOG00000068897",0
"ENSRNOG00000051726",0
"ENSRNOG00000007495",12
"ENSRNOG00000065503",0
"ENSRNOG00000002537",112
"ENSRNOG00000003883",78
"ENSRNOG00000003532",0
"ENSRNOG00000071107",0
"ENSRNOG00000043402",0
"ENSRNOG00000071186",0
"ENSRNOG00000064144",0
"ENSRNOG00000070324",0
"ENSRNOG00000003809",1840
"ENSRNOG00000060137",376
"ENSRNOG00000071039",0
"ENSRNOG00000000866",2100
"ENSRNOG00000003763",1251
"ENSRNOG00000032418",0
"ENSRNOG00000024322",59
"ENSRNOG00000000861",1
"ENSRNOG00000032629",2
"ENSRNOG00000006632",1235
"ENSRNOG00000011562",0
"ENSRNOG00000057706",1180
"ENSRNOG00000002413",2157
"ENSRNOG00000070217",4
"ENSRNOG00000061782",294
"ENSRNOG00000049579",0
"ENSRNOG00000007644",618
"ENSRNOG00000003049",927
"ENSRNOG00000003409",0
"ENSRNOG00000003081",65
"ENSRNOG00000064007",1
"ENSRNOG00000069252",0
"ENSRNOG00000003139",1193
"ENSRNOG00000003860",4
"ENSRNOG00000027831",114
"ENSRNOG00000029158",0
"ENSRNOG00000012560",0
"ENSRNOG00000003713",0
"ENSRNOG00000058975",1130
"ENSRNOG00000046662",516
"ENSRNOG00000060486",69
"ENSRNOG00000063224",0
"ENSRNOG00000063647",2
"ENSRNOG00000058521",0
"ENSRNOG00000066658",0
"ENSRNOG00000001465",4115
"ENSRNOG00000070796",0
"ENSRNOG00000037381",0
"ENSRNOG00000031222",0
"ENSRNOG00000063675",0
"ENSRNOG00000058507",16
"ENSRNOG00000048059",1
"ENSRNOG00000011047",1001
"ENSRNOG00000063254",217
"ENSRNOG00000011096",420
"ENSRNOG00000063631",8
"ENSRNOG00000067343",3
"ENSRNOG00000062315",0
"ENSRNOG00000069253",0
"ENSRNOG00000052572",1
"ENSRNOG00000022882",6651
"ENSRNOG00000064535",234
"ENSRNOG00000053397",7
"ENSRNOG00000003435",5
"ENSRNOG00000061428",0
"ENSRNOG00000056855",0
"ENSRNOG00000067514",66
"ENSRNOG00000069396",126
"ENSRNOG00000015544",741
"ENSRNOG00000011335",0
"ENSRNOG00000066670",0
"ENSRNOG00000057464",439
"ENSRNOG00000062783",0
"ENSRNOG00000059593",323
"ENSRNOG00000068777",0
"ENSRNOG00000053402",1
"ENSRNOG00000051704",14
"ENSRNOG00000048606",670
"ENSRNOG00000052022",0
"ENSRNOG00000058317",0
"ENSRNOG00000064273",0
"ENSRNOG00000056558",0
"ENSRNOG00000066176",0
"ENSRNOG00000069761",0
"ENSRNOG00000070033",473
"ENSRNOG00000068983",0
"ENSRNOG00000055822",0
"ENSRNOG00000068104",2
"ENSRNOG00000069789",0
"ENSRNOG00000056765",26999
"ENSRNOG00000066728",0
"ENSRNOG00000058882",1123
"ENSRNOG00000055185",0
"ENSRNOG00000061182",0
"ENSRNOG00000050177",0
"ENSRNOG00000055756",1458
"ENSRNOG00000056524",576
"ENSRNOG00000064693",1
"ENSRNOG00000057620",1688
"ENSRNOG00000054272",887
"ENSRNOG00000006082",28
"ENSRNOG00000068860",2
"ENSRNOG00000006523",264
"ENSRNOG00000063707",0
"ENSRNOG00000062976",0
"ENSRNOG00000064245",0
"ENSRNOG00000006929",880
"ENSRNOG00000062682",0
"ENSRNOG00000063148",0
"ENSRNOG00000040287",4136
"ENSRNOG00000066971",0
"ENSRNOG00000065042",0
"ENSRNOG00000067603",0
"ENSRNOG00000032136",741
"ENSRNOG00000062915",0
"ENSRNOG00000033376",0
"ENSRNOG00000065459",0
"ENSRNOG00000004706",0
"ENSRNOG00000066380",0
"ENSRNOG00000069750",0
"ENSRNOG00000071091",0
"ENSRNOG00000066590",0
"ENSRNOG00000068696",0
"ENSRNOG00000070047",0
"ENSRNOG00000063672",0
"ENSRNOG00000025926",848
"ENSRNOG00000070891",0
"ENSRNOG00000068413",0
"ENSRNOG00000065690",0
"ENSRNOG00000004806",643
"ENSRNOG00000015796",108
"ENSRNOG00000007023",1026
"ENSRNOG00000015667",0
"ENSRNOG00000005289",2800
"ENSRNOG00000015059",498
"ENSRNOG00000016110",2
"ENSRNOG00000067942",8
"ENSRNOG00000067086",924
"ENSRNOG00000068285",0
"ENSRNOG00000005279",282
"ENSRNOG00000040136",0
"ENSRNOG00000024372",122
"ENSRNOG00000005087",802
"ENSRNOG00000024525",203
"ENSRNOG00000014879",266
"ENSRNOG00000064368",65
"ENSRNOG00000066755",232
"ENSRNOG00000016528",409
"ENSRNOG00000015566",9
"ENSRNOG00000005705",17
"ENSRNOG00000028504",1667
"ENSRNOG00000016703",4
"ENSRNOG00000005810",0
"ENSRNOG00000016688",2189
"ENSRNOG00000042932",381
"ENSRNOG00000015603",238
"ENSRNOG00000030328",596
"ENSRNOG00000062519",0
"ENSRNOG00000016712",0
"ENSRNOG00000015215",229
"ENSRNOG00000032703",150
"ENSRNOG00000062904",27
"ENSRNOG00000015325",443
"ENSRNOG00000005856",353
"ENSRNOG00000046926",0
"ENSRNOG00000016783",0
"ENSRNOG00000049335",5
"ENSRNOG00000070800",0
"ENSRNOG00000021318",270
"ENSRNOG00000040110",985
"ENSRNOG00000048315",546
"ENSRNOG00000002516",413
"ENSRNOG00000014720",604
"ENSRNOG00000068029",10
"ENSRNOG00000069334",0
"ENSRNOG00000050220",13
"ENSRNOG00000057031",4
"ENSRNOG00000007172",2186
"ENSRNOG00000005124",613
"ENSRNOG00000069544",0
"ENSRNOG00000070393",0
"ENSRNOG00000005420",0
"ENSRNOG00000066978",0
"ENSRNOG00000016396",969
"ENSRNOG00000005250",0
"ENSRNOG00000016134",301
"ENSRNOG00000063108",1588
"ENSRNOG00000015559",1
"ENSRNOG00000030667",484
"ENSRNOG00000062020",0
"ENSRNOG00000068059",0
"ENSRNOG00000051000",0
"ENSRNOG00000069250",0
"ENSRNOG00000004188",1
"ENSRNOG00000029776",0
"ENSRNOG00000049398",0
"ENSRNOG00000062685",0
"ENSRNOG00000069124",3
"ENSRNOG00000040045",248
"ENSRNOG00000004577",528
"ENSRNOG00000052193",0
"ENSRNOG00000031342",123
"ENSRNOG00000005877",1723
"ENSRNOG00000028518",0
"ENSRNOG00000002495",18
"ENSRNOG00000065320",0
"ENSRNOG00000031564",1
"ENSRNOG00000005067",2656
"ENSRNOG00000024310",0
"ENSRNOG00000050408",0
"ENSRNOG00000004208",692
"ENSRNOG00000032523",8
"ENSRNOG00000030629",102
"ENSRNOG00000064208",0
"ENSRNOG00000062523",13
"ENSRNOG00000065148",660
"ENSRNOG00000064848",57
"ENSRNOG00000046279",14
"ENSRNOG00000063865",0
"ENSRNOG00000007744",405
"ENSRNOG00000068283",0
"ENSRNOG00000029871",11
"ENSRNOG00000068823",0
"ENSRNOG00000068981",1
"ENSRNOG00000030034",7
"ENSRNOG00000067080",0
"ENSRNOG00000039207",7
"ENSRNOG00000047115",226
"ENSRNOG00000007326",697
"ENSRNOG00000047877",0
"ENSRNOG00000056825",1
"ENSRNOG00000063683",0
"ENSRNOG00000007951",0
"ENSRNOG00000011091",0
"ENSRNOG00000065478",24
"ENSRNOG00000069569",26
"ENSRNOG00000032513",1
"ENSRNOG00000068008",0
"ENSRNOG00000066939",9
"ENSRNOG00000064210",12
"ENSRNOG00000006399",1178
"ENSRNOG00000067232",137
"ENSRNOG00000068503",1
"ENSRNOG00000067053",0
"ENSRNOG00000069610",256
"ENSRNOG00000067921",3
"ENSRNOG00000062245",2035
"ENSRNOG00000027136",600
"ENSRNOG00000070156",1
"ENSRNOG00000062594",0
"ENSRNOG00000029594",1740
"ENSRNOG00000067976",770
"ENSRNOG00000064776",2
"ENSRNOG00000031317",1
"ENSRNOG00000007006",279
"ENSRNOG00000030058",0
"ENSRNOG00000066517",0
"ENSRNOG00000068318",1
"ENSRNOG00000002874",370
"ENSRNOG00000066790",1
"ENSRNOG00000065578",37
"ENSRNOG00000034026",764
"ENSRNOG00000030869",24
"ENSRNOG00000063393",0
"ENSRNOG00000068021",1
"ENSRNOG00000027126",0
"ENSRNOG00000062958",1
"ENSRNOG00000069324",2
"ENSRNOG00000031285",274
"ENSRNOG00000005151",557
"ENSRNOG00000066637",8465
"ENSRNOG00000004589",40
"ENSRNOG00000067538",1
"ENSRNOG00000022697",0
"ENSRNOG00000006340",2416
"ENSRNOG00000068506",0
"ENSRNOG00000008614",345
"ENSRNOG00000049817",0
"ENSRNOG00000068533",125
"ENSRNOG00000067189",1
"ENSRNOG00000069525",1
"ENSRNOG00000062652",30530
"ENSRNOG00000067745",26
"ENSRNOG00000064997",5
"ENSRNOG00000026742",1478
"ENSRNOG00000038771",14
"ENSRNOG00000064247",0
"ENSRNOG00000066665",188
"ENSRNOG00000065542",7
"ENSRNOG00000008584",54
"ENSRNOG00000004163",0
"ENSRNOG00000066455",0
"ENSRNOG00000064012",1
"ENSRNOG00000067139",0
"ENSRNOG00000021403",1102
"ENSRNOG00000069562",0
"ENSRNOG00000025899",723
"ENSRNOG00000004509",481
"ENSRNOG00000069167",0
"ENSRNOG00000007459",4849
"ENSRNOG00000062786",10
"ENSRNOG00000028058",0
"ENSRNOG00000066124",1
"ENSRNOG00000067724",15
"ENSRNOG00000066295",1
"ENSRNOG00000063720",15
"ENSRNOG00000069486",0
"ENSRNOG00000067604",0
"ENSRNOG00000005053",3
"ENSRNOG00000069595",241
"ENSRNOG00000065782",2
"ENSRNOG00000062750",0
"ENSRNOG00000004499",11
"ENSRNOG00000065519",205
"ENSRNOG00000027042",0
"ENSRNOG00000008299",1
"ENSRNOG00000068248",0
"ENSRNOG00000069517",0
"ENSRNOG00000033058",112
"ENSRNOG00000031263",2
"ENSRNOG00000068280",0
"ENSRNOG00000070424",1799
