"","PDGFNS3_aligned.bam"
"ENSRNOG00000002832",1281
"ENSRNOG00000029106",0
"ENSRNOG00000068510",0
"ENSRNOG00000069107",0
"ENSRNOG00000039587",733
"ENSRNOG00000003674",250
"ENSRNOG00000037684",0
"ENSRNOG00000030346",11
"ENSRNOG00000063829",0
"ENSRNOG00000026152",0
"ENSRNOG00000030418",1156
"ENSRNOG00000058439",344
"ENSRNOG00000002662",572
"ENSRNOG00000037611",4
"ENSRNOG00000003345",0
"ENSRNOG00000066239",129
"ENSRNOG00000064977",0
"ENSRNOG00000065488",4
"ENSRNOG00000056728",5015
"ENSRNOG00000051281",0
"ENSRNOG00000070013",0
"ENSRNOG00000027972",9
"ENSRNOG00000003585",3
"ENSRNOG00000052407",1
"ENSRNOG00000022286",0
"ENSRNOG00000046280",3
"ENSRNOG00000002951",4
"ENSRNOG00000060936",258
"ENSRNOG00000003313",0
"ENSRNOG00000007552",0
"ENSRNOG00000069062",0
"ENSRNOG00000038230",0
"ENSRNOG00000057753",0
"ENSRNOG00000064026",0
"ENSRNOG00000009687",151
"ENSRNOG00000031719",0
"ENSRNOG00000069323",0
"ENSRNOG00000065059",0
"ENSRNOG00000054545",0
"ENSRNOG00000018951",3065
"ENSRNOG00000046702",0
"ENSRNOG00000003715",1161
"ENSRNOG00000053562",1
"ENSRNOG00000003370",6
"ENSRNOG00000049427",0
"ENSRNOG00000008764",1377
"ENSRNOG00000029559",0
"ENSRNOG00000002529",438
"ENSRNOG00000043508",0
"ENSRNOG00000023733",963
"ENSRNOG00000068726",0
"ENSRNOG00000067365",0
"ENSRNOG00000047132",39
"ENSRNOG00000011494",113
"ENSRNOG00000003110",0
"ENSRNOG00000060179",2122
"ENSRNOG00000051408",1389
"ENSRNOG00000011513",1052
"ENSRNOG00000003452",1
"ENSRNOG00000055102",0
"ENSRNOG00000063233",9
"ENSRNOG00000046469",0
"ENSRNOG00000032038",0
"ENSRNOG00000002285",99
"ENSRNOG00000045622",4
"ENSRNOG00000003587",484
"ENSRNOG00000011034",0
"ENSRNOG00000011661",922
"ENSRNOG00000061530",0
"ENSRNOG00000064060",0
"ENSRNOG00000069520",1
"ENSRNOG00000066891",2
"ENSRNOG00000050006",0
"ENSRNOG00000010846",169
"ENSRNOG00000066471",24
"ENSRNOG00000063831",1
"ENSRNOG00000054900",0
"ENSRNOG00000058249",3134
"ENSRNOG00000033176",116
"ENSRNOG00000046862",521
"ENSRNOG00000066217",0
"ENSRNOG00000009893",417
"ENSRNOG00000065464",0
"ENSRNOG00000063412",44
"ENSRNOG00000003346",18
"ENSRNOG00000010171",1759
"ENSRNOG00000003013",2368
"ENSRNOG00000043128",171
"ENSRNOG00000069699",27
"ENSRNOG00000028011",0
"ENSRNOG00000025811",47
"ENSRNOG00000070381",1
"ENSRNOG00000003350",1108
"ENSRNOG00000032738",0
"ENSRNOG00000065924",110
"ENSRNOG00000055939",81
"ENSRNOG00000028993",13876
"ENSRNOG00000002276",382
"ENSRNOG00000024135",175
"ENSRNOG00000051319",2
"ENSRNOG00000064542",0
"ENSRNOG00000056703",1537
"ENSRNOG00000056398",1289
"ENSRNOG00000056772",1295
"ENSRNOG00000005624",1807
"ENSRNOG00000063223",96
"ENSRNOG00000024138",0
"ENSRNOG00000069720",0
"ENSRNOG00000038686",622
"ENSRNOG00000063806",56
"ENSRNOG00000011702",7
"ENSRNOG00000023163",8
"ENSRNOG00000039762",0
"ENSRNOG00000004009",0
"ENSRNOG00000023094",0
"ENSRNOG00000005430",19
"ENSRNOG00000003342",4
"ENSRNOG00000063120",0
"ENSRNOG00000012513",1108
"ENSRNOG00000065758",86
"ENSRNOG00000004124",17
"ENSRNOG00000063778",0
"ENSRNOG00000055454",6
"ENSRNOG00000039615",0
"ENSRNOG00000066456",0
"ENSRNOG00000031665",0
"ENSRNOG00000023269",1327
"ENSRNOG00000059641",15
"ENSRNOG00000063709",0
"ENSRNOG00000005753",60
"ENSRNOG00000003261",8579
"ENSRNOG00000002844",59
"ENSRNOG00000062806",0
"ENSRNOG00000064782",0
"ENSRNOG00000006515",375
"ENSRNOG00000028611",813
"ENSRNOG00000004304",387
"ENSRNOG00000033844",1
"ENSRNOG00000030417",0
"ENSRNOG00000002975",81
"ENSRNOG00000006067",240
"ENSRNOG00000003085",0
"ENSRNOG00000043306",0
"ENSRNOG00000006459",399
"ENSRNOG00000028033",0
"ENSRNOG00000066885",0
"ENSRNOG00000013322",186
"ENSRNOG00000062513",0
"ENSRNOG00000027233",0
"ENSRNOG00000003099",1907
"ENSRNOG00000070576",0
"ENSRNOG00000025705",2108
"ENSRNOG00000003158",523
"ENSRNOG00000052626",0
"ENSRNOG00000070906",0
"ENSRNOG00000003178",79
"ENSRNOG00000004257",1284
"ENSRNOG00000057785",0
"ENSRNOG00000002751",92
"ENSRNOG00000030619",0
"ENSRNOG00000064823",0
"ENSRNOG00000068767",43
"ENSRNOG00000056492",0
"ENSRNOG00000038965",114
"ENSRNOG00000068658",0
"ENSRNOG00000056101",0
"ENSRNOG00000056547",0
"ENSRNOG00000030999",0
"ENSRNOG00000045695",1372
"ENSRNOG00000053806",0
"ENSRNOG00000050562",156
"ENSRNOG00000033335",50
"ENSRNOG00000063926",0
"ENSRNOG00000024350",1
"ENSRNOG00000063064",0
"ENSRNOG00000070212",0
"ENSRNOG00000009605",1585
"ENSRNOG00000066639",0
"ENSRNOG00000063299",0
"ENSRNOG00000012358",94
"ENSRNOG00000059086",0
"ENSRNOG00000066228",0
"ENSRNOG00000064102",0
"ENSRNOG00000061403",0
"ENSRNOG00000068302",0
"ENSRNOG00000063287",1
"ENSRNOG00000054339",19
"ENSRNOG00000056968",1
"ENSRNOG00000061586",0
"ENSRNOG00000065810",0
"ENSRNOG00000061686",0
"ENSRNOG00000064383",0
"ENSRNOG00000053780",0
"ENSRNOG00000049382",3320
"ENSRNOG00000062323",0
"ENSRNOG00000066895",0
"ENSRNOG00000031367",584
"ENSRNOG00000056300",0
"ENSRNOG00000065456",0
"ENSRNOG00000004120",5
"ENSRNOG00000042530",0
"ENSRNOG00000032970",0
"ENSRNOG00000057906",0
"ENSRNOG00000030228",1539
"ENSRNOG00000053153",0
"ENSRNOG00000004222",0
"ENSRNOG00000002365",0
"ENSRNOG00000028751",1
"ENSRNOG00000051365",0
"ENSRNOG00000065575",0
"ENSRNOG00000012787",721
"ENSRNOG00000065877",2
"ENSRNOG00000069354",0
"ENSRNOG00000066668",0
"ENSRNOG00000055009",0
"ENSRNOG00000004319",6724
"ENSRNOG00000065651",0
"ENSRNOG00000057745",0
"ENSRNOG00000004160",277
"ENSRNOG00000067660",48
"ENSRNOG00000057599",0
"ENSRNOG00000056159",0
"ENSRNOG00000002346",0
"ENSRNOG00000024479",4
"ENSRNOG00000061094",0
"ENSRNOG00000068889",0
"ENSRNOG00000067646",0
"ENSRNOG00000061385",0
"ENSRNOG00000062466",647
"ENSRNOG00000057375",0
"ENSRNOG00000004249",1
"ENSRNOG00000056135",709
"ENSRNOG00000060793",5564
"ENSRNOG00000066349",0
"ENSRNOG00000057784",0
"ENSRNOG00000037455",0
"ENSRNOG00000058350",0
"ENSRNOG00000026351",0
"ENSRNOG00000052132",0
"ENSRNOG00000047231",20
"ENSRNOG00000061703",0
"ENSRNOG00000025730",1028
"ENSRNOG00000006670",21
"ENSRNOG00000063434",0
"ENSRNOG00000066429",0
"ENSRNOG00000005402",202
"ENSRNOG00000059253",0
"ENSRNOG00000051360",0
"ENSRNOG00000049853",3
"ENSRNOG00000064790",0
"ENSRNOG00000025211",0
"ENSRNOG00000057907",0
"ENSRNOG00000010348",0
"ENSRNOG00000003705",0
"ENSRNOG00000053117",0
"ENSRNOG00000037661",1145
"ENSRNOG00000067126",0
"ENSRNOG00000070960",1
"ENSRNOG00000022848",0
"ENSRNOG00000055202",0
"ENSRNOG00000067179",0
"ENSRNOG00000037845",0
"ENSRNOG00000069728",0
"ENSRNOG00000049849",304
"ENSRNOG00000056042",0
"ENSRNOG00000022806",11
"ENSRNOG00000069345",0
"ENSRNOG00000029330",149
"ENSRNOG00000029078",1
"ENSRNOG00000065911",0
"ENSRNOG00000059358",0
"ENSRNOG00000002379",2
"ENSRNOG00000065371",0
"ENSRNOG00000023005",0
"ENSRNOG00000011729",8
"ENSRNOG00000065841",0
"ENSRNOG00000004676",274
"ENSRNOG00000066206",0
"ENSRNOG00000052694",1
"ENSRNOG00000060712",0
"ENSRNOG00000067906",0
"ENSRNOG00000068778",0
"ENSRNOG00000065427",1
"ENSRNOG00000069571",45
"ENSRNOG00000066440",0
"ENSRNOG00000048066",1
"ENSRNOG00000056924",0
"ENSRNOG00000065224",0
"ENSRNOG00000065883",735
"ENSRNOG00000037838",5
"ENSRNOG00000068927",0
"ENSRNOG00000002387",297
"ENSRNOG00000063107",0
"ENSRNOG00000062343",0
"ENSRNOG00000052123",0
"ENSRNOG00000053261",0
"ENSRNOG00000069846",0
"ENSRNOG00000064388",0
"ENSRNOG00000028822",1370
"ENSRNOG00000054644",0
"ENSRNOG00000000879",469
"ENSRNOG00000067319",0
"ENSRNOG00000002451",0
"ENSRNOG00000062658",0
"ENSRNOG00000032973",0
"ENSRNOG00000053584",0
"ENSRNOG00000060856",0
"ENSRNOG00000011113",0
"ENSRNOG00000048817",58
"ENSRNOG00000063933",6
"ENSRNOG00000051310",0
"ENSRNOG00000002428",32
"ENSRNOG00000067786",143
"ENSRNOG00000065631",54
"ENSRNOG00000061508",131
"ENSRNOG00000029935",0
"ENSRNOG00000067513",0
"ENSRNOG00000011508",81
"ENSRNOG00000056326",0
"ENSRNOG00000002921",1
"ENSRNOG00000027520",8695
"ENSRNOG00000054559",0
"ENSRNOG00000052401",0
"ENSRNOG00000070035",193
"ENSRNOG00000053104",0
"ENSRNOG00000037839",0
"ENSRNOG00000052165",0
"ENSRNOG00000052635",0
"ENSRNOG00000070771",4
"ENSRNOG00000056635",0
"ENSRNOG00000057644",0
"ENSRNOG00000056858",0
"ENSRNOG00000058703",0
"ENSRNOG00000012786",2651
"ENSRNOG00000045577",0
"ENSRNOG00000049985",158
"ENSRNOG00000054689",599
"ENSRNOG00000059000",0
"ENSRNOG00000056735",285
"ENSRNOG00000056465",0
"ENSRNOG00000067534",0
"ENSRNOG00000009746",92
"ENSRNOG00000058792",0
"ENSRNOG00000066758",0
"ENSRNOG00000058540",1
"ENSRNOG00000055485",1
"ENSRNOG00000064032",0
"ENSRNOG00000057825",0
"ENSRNOG00000067447",0
"ENSRNOG00000054805",0
"ENSRNOG00000004903",425
"ENSRNOG00000058904",1
"ENSRNOG00000006756",9554
"ENSRNOG00000067672",0
"ENSRNOG00000068061",0
"ENSRNOG00000061367",931
"ENSRNOG00000063973",25
"ENSRNOG00000066168",2
"ENSRNOG00000068049",0
"ENSRNOG00000003187",126
"ENSRNOG00000066717",0
"ENSRNOG00000066062",0
"ENSRNOG00000058336",0
"ENSRNOG00000005303",339
"ENSRNOG00000056084",0
"ENSRNOG00000069859",0
"ENSRNOG00000003194",61
"ENSRNOG00000053885",0
"ENSRNOG00000059999",0
"ENSRNOG00000013162",5
"ENSRNOG00000070753",0
"ENSRNOG00000065170",0
"ENSRNOG00000022476",2
"ENSRNOG00000066034",0
"ENSRNOG00000070348",0
"ENSRNOG00000070790",1
"ENSRNOG00000060763",0
"ENSRNOG00000063275",1534
"ENSRNOG00000003191",444
"ENSRNOG00000068964",0
"ENSRNOG00000005387",7878
"ENSRNOG00000007733",161
"ENSRNOG00000004036",1312
"ENSRNOG00000027331",19
"ENSRNOG00000037658",121
"ENSRNOG00000030519",0
"ENSRNOG00000003622",4
"ENSRNOG00000047960",29
"ENSRNOG00000003836",0
"ENSRNOG00000014029",1141
"ENSRNOG00000033316",256
"ENSRNOG00000034182",511
"ENSRNOG00000007984",692
"ENSRNOG00000027767",0
"ENSRNOG00000012995",0
"ENSRNOG00000067596",0
"ENSRNOG00000048025",1942
"ENSRNOG00000057091",23
"ENSRNOG00000003954",0
"ENSRNOG00000062241",2
"ENSRNOG00000047339",416
"ENSRNOG00000003949",156
"ENSRNOG00000046021",24
"ENSRNOG00000027899",0
"ENSRNOG00000018923",2079
"ENSRNOG00000067767",0
"ENSRNOG00000063456",20
"ENSRNOG00000032132",2
"ENSRNOG00000056845",0
"ENSRNOG00000069852",0
"ENSRNOG00000050510",1932
"ENSRNOG00000002429",4
"ENSRNOG00000053351",0
"ENSRNOG00000003783",0
"ENSRNOG00000069303",4686
"ENSRNOG00000030759",278
"ENSRNOG00000046918",214
"ENSRNOG00000038269",0
"ENSRNOG00000004882",9
"ENSRNOG00000023256",0
"ENSRNOG00000038257",7
"ENSRNOG00000042751",0
"ENSRNOG00000040008",1
"ENSRNOG00000058952",0
"ENSRNOG00000002862",348
"ENSRNOG00000043229",0
"ENSRNOG00000050041",0
"ENSRNOG00000038066",2
"ENSRNOG00000067987",0
"ENSRNOG00000003726",24
"ENSRNOG00000071183",1
"ENSRNOG00000038046",0
"ENSRNOG00000000875",7348
"ENSRNOG00000062756",0
"ENSRNOG00000003848",1708
"ENSRNOG00000066828",0
"ENSRNOG00000054638",0
"ENSRNOG00000013018",355
"ENSRNOG00000038169",124
"ENSRNOG00000025383",1329
"ENSRNOG00000002984",0
"ENSRNOG00000031534",0
"ENSRNOG00000031517",4299
"ENSRNOG00000004197",64
"ENSRNOG00000008177",50
"ENSRNOG00000042687",0
"ENSRNOG00000048706",116
"ENSRNOG00000039305",0
"ENSRNOG00000003025",1
"ENSRNOG00000026267",1112
"ENSRNOG00000062879",5
"ENSRNOG00000033484",0
"ENSRNOG00000030877",0
"ENSRNOG00000042779",3
"ENSRNOG00000062360",639
"ENSRNOG00000003062",660
"ENSRNOG00000006877",125
"ENSRNOG00000021400",0
"ENSRNOG00000025290",2
"ENSRNOG00000031286",4
"ENSRNOG00000065591",37
"ENSRNOG00000003008",0
"ENSRNOG00000062346",0
"ENSRNOG00000027761",322
"ENSRNOG00000018301",259
"ENSRNOG00000048011",3
"ENSRNOG00000063494",1
"ENSRNOG00000002565",1020
"ENSRNOG00000066262",0
"ENSRNOG00000002660",93
"ENSRNOG00000062951",0
"ENSRNOG00000000871",0
"ENSRNOG00000003812",42
"ENSRNOG00000068306",1179
"ENSRNOG00000039323",2
"ENSRNOG00000028585",1551
"ENSRNOG00000031283",0
"ENSRNOG00000005736",2983
"ENSRNOG00000032807",672
"ENSRNOG00000028050",0
"ENSRNOG00000033458",0
"ENSRNOG00000042753",180
"ENSRNOG00000002784",0
"ENSRNOG00000040013",0
"ENSRNOG00000029090",0
"ENSRNOG00000037799",0
"ENSRNOG00000005135",84
"ENSRNOG00000066048",684
"ENSRNOG00000028044",0
"ENSRNOG00000021748",162
"ENSRNOG00000029736",0
"ENSRNOG00000065266",3
"ENSRNOG00000065209",0
"ENSRNOG00000032797",0
"ENSRNOG00000026315",1
"ENSRNOG00000027907",0
"ENSRNOG00000069568",446
"ENSRNOG00000069398",0
"ENSRNOG00000040033",0
"ENSRNOG00000003354",0
"ENSRNOG00000066859",0
"ENSRNOG00000053601",150
"ENSRNOG00000002592",1
"ENSRNOG00000046053",0
"ENSRNOG00000032390",2
"ENSRNOG00000003030",0
"ENSRNOG00000029850",0
"ENSRNOG00000002959",265
"ENSRNOG00000069000",0
"ENSRNOG00000054401",0
"ENSRNOG00000024884",0
"ENSRNOG00000021547",0
"ENSRNOG00000029087",117
"ENSRNOG00000048213",0
"ENSRNOG00000060542",234
"ENSRNOG00000029926",101
"ENSRNOG00000006642",297
"ENSRNOG00000007766",470
"ENSRNOG00000003377",0
"ENSRNOG00000067363",1
"ENSRNOG00000049355",0
"ENSRNOG00000046390",10
"ENSRNOG00000004322",24
"ENSRNOG00000028847",0
"ENSRNOG00000032208",1
"ENSRNOG00000037707",103
"ENSRNOG00000043182",240
"ENSRNOG00000058183",19
"ENSRNOG00000002291",188
"ENSRNOG00000049020",0
"ENSRNOG00000024801",474
"ENSRNOG00000000869",879
"ENSRNOG00000030475",209
"ENSRNOG00000045618",0
"ENSRNOG00000062353",1829
"ENSRNOG00000046858",1
"ENSRNOG00000037610",0
"ENSRNOG00000039203",1545
"ENSRNOG00000034198",685
"ENSRNOG00000021589",7
"ENSRNOG00000067072",772
"ENSRNOG00000026227",0
"ENSRNOG00000019176",0
"ENSRNOG00000022939",303
"ENSRNOG00000037711",0
"ENSRNOG00000047100",0
"ENSRNOG00000022391",34
"ENSRNOG00000066509",0
"ENSRNOG00000037645",0
"ENSRNOG00000039192",6
"ENSRNOG00000040026",0
"ENSRNOG00000026265",0
"ENSRNOG00000066297",140
"ENSRNOG00000050465",285
"ENSRNOG00000010092",48
"ENSRNOG00000004795",0
"ENSRNOG00000012756",5
"ENSRNOG00000029512",17
"ENSRNOG00000064591",0
"ENSRNOG00000003430",0
"ENSRNOG00000039496",9973
"ENSRNOG00000039980",1033
"ENSRNOG00000030645",9
"ENSRNOG00000027658",0
"ENSRNOG00000049392",1
"ENSRNOG00000012564",331
"ENSRNOG00000069556",0
"ENSRNOG00000061620",0
"ENSRNOG00000022417",505
"ENSRNOG00000003554",215
"ENSRNOG00000031533",0
"ENSRNOG00000004409",1
"ENSRNOG00000070784",0
"ENSRNOG00000003707",932
"ENSRNOG00000063745",0
"ENSRNOG00000063942",5
"ENSRNOG00000003734",16
"ENSRNOG00000068286",12
"ENSRNOG00000023016",0
"ENSRNOG00000063278",493
"ENSRNOG00000021434",0
"ENSRNOG00000039985",2186
"ENSRNOG00000048990",0
"ENSRNOG00000003456",0
"ENSRNOG00000037506",0
"ENSRNOG00000069375",5
"ENSRNOG00000071109",0
"ENSRNOG00000003742",134
"ENSRNOG00000063966",1276
"ENSRNOG00000033413",0
"ENSRNOG00000065461",0
"ENSRNOG00000033628",0
"ENSRNOG00000065004",6
"ENSRNOG00000029322",0
"ENSRNOG00000067186",0
"ENSRNOG00000007345",232
"ENSRNOG00000049908",180
"ENSRNOG00000063711",0
"ENSRNOG00000062329",22
"ENSRNOG00000069341",1
"ENSRNOG00000062994",0
"ENSRNOG00000058089",0
"ENSRNOG00000034150",1457
"ENSRNOG00000064868",0
"ENSRNOG00000030434",1
"ENSRNOG00000045535",641
"ENSRNOG00000062421",244
"ENSRNOG00000029788",0
"ENSRNOG00000066544",0
"ENSRNOG00000069643",0
"ENSRNOG00000058173",0
"ENSRNOG00000007688",90
"ENSRNOG00000067223",48
"ENSRNOG00000070469",0
"ENSRNOG00000066398",0
"ENSRNOG00000013321",2129
"ENSRNOG00000070141",0
"ENSRNOG00000059783",0
"ENSRNOG00000043487",0
"ENSRNOG00000005176",15
"ENSRNOG00000003472",334
"ENSRNOG00000067844",1
"ENSRNOG00000067113",0
"ENSRNOG00000067936",0
"ENSRNOG00000063423",0
"ENSRNOG00000047491",2
"ENSRNOG00000063525",0
"ENSRNOG00000002509",1384
"ENSRNOG00000060421",0
"ENSRNOG00000048356",499
"ENSRNOG00000040249",0
"ENSRNOG00000051885",7
"ENSRNOG00000058333",0
"ENSRNOG00000005681",2
"ENSRNOG00000070384",3
"ENSRNOG00000004971",230
"ENSRNOG00000052773",0
"ENSRNOG00000069211",0
"ENSRNOG00000050915",0
"ENSRNOG00000002449",866
"ENSRNOG00000059720",0
"ENSRNOG00000005157",4337
"ENSRNOG00000038970",813
"ENSRNOG00000064829",171
"ENSRNOG00000064917",362
"ENSRNOG00000007014",3
"ENSRNOG00000068201",0
"ENSRNOG00000062296",19
"ENSRNOG00000037399",0
"ENSRNOG00000062231",255
"ENSRNOG00000065027",0
"ENSRNOG00000023440",67
"ENSRNOG00000000873",1
"ENSRNOG00000003531",0
"ENSRNOG00000024763",79
"ENSRNOG00000068015",0
"ENSRNOG00000068349",1
"ENSRNOG00000046097",0
"ENSRNOG00000068897",0
"ENSRNOG00000051726",0
"ENSRNOG00000007495",6
"ENSRNOG00000065503",0
"ENSRNOG00000002537",126
"ENSRNOG00000003883",78
"ENSRNOG00000003532",2
"ENSRNOG00000071107",0
"ENSRNOG00000043402",0
"ENSRNOG00000071186",0
"ENSRNOG00000064144",0
"ENSRNOG00000070324",0
"ENSRNOG00000003809",2059
"ENSRNOG00000060137",344
"ENSRNOG00000071039",0
"ENSRNOG00000000866",1419
"ENSRNOG00000003763",1102
"ENSRNOG00000032418",0
"ENSRNOG00000024322",87
"ENSRNOG00000000861",0
"ENSRNOG00000032629",0
"ENSRNOG00000006632",1127
"ENSRNOG00000011562",0
"ENSRNOG00000057706",1216
"ENSRNOG00000002413",2541
"ENSRNOG00000070217",6
"ENSRNOG00000061782",341
"ENSRNOG00000049579",1
"ENSRNOG00000007644",582
"ENSRNOG00000003049",812
"ENSRNOG00000003409",0
"ENSRNOG00000003081",52
"ENSRNOG00000064007",0
"ENSRNOG00000069252",0
"ENSRNOG00000003139",1178
"ENSRNOG00000003860",1
"ENSRNOG00000027831",78
"ENSRNOG00000029158",0
"ENSRNOG00000012560",0
"ENSRNOG00000003713",0
"ENSRNOG00000058975",1017
"ENSRNOG00000046662",777
"ENSRNOG00000060486",69
"ENSRNOG00000063224",0
"ENSRNOG00000063647",1
"ENSRNOG00000058521",0
"ENSRNOG00000066658",0
"ENSRNOG00000001465",9420
"ENSRNOG00000070796",0
"ENSRNOG00000037381",0
"ENSRNOG00000031222",0
"ENSRNOG00000063675",0
"ENSRNOG00000058507",28
"ENSRNOG00000048059",0
"ENSRNOG00000011047",860
"ENSRNOG00000063254",207
"ENSRNOG00000011096",264
"ENSRNOG00000063631",20
"ENSRNOG00000067343",1
"ENSRNOG00000062315",0
"ENSRNOG00000069253",0
"ENSRNOG00000052572",1
"ENSRNOG00000022882",4905
"ENSRNOG00000064535",270
"ENSRNOG00000053397",9
"ENSRNOG00000003435",4
"ENSRNOG00000061428",0
"ENSRNOG00000056855",0
"ENSRNOG00000067514",67
"ENSRNOG00000069396",180
"ENSRNOG00000015544",694
"ENSRNOG00000011335",0
"ENSRNOG00000066670",0
"ENSRNOG00000057464",536
"ENSRNOG00000062783",0
"ENSRNOG00000059593",344
"ENSRNOG00000068777",0
"ENSRNOG00000053402",1
"ENSRNOG00000051704",14
"ENSRNOG00000048606",1065
"ENSRNOG00000052022",0
"ENSRNOG00000058317",0
"ENSRNOG00000064273",0
"ENSRNOG00000056558",1
"ENSRNOG00000066176",0
"ENSRNOG00000069761",0
"ENSRNOG00000070033",379
"ENSRNOG00000068983",0
"ENSRNOG00000055822",2
"ENSRNOG00000068104",1
"ENSRNOG00000069789",0
"ENSRNOG00000056765",32709
"ENSRNOG00000066728",0
"ENSRNOG00000058882",1066
"ENSRNOG00000055185",0
"ENSRNOG00000061182",0
"ENSRNOG00000050177",0
"ENSRNOG00000055756",1210
"ENSRNOG00000056524",580
"ENSRNOG00000064693",0
"ENSRNOG00000057620",4104
"ENSRNOG00000054272",642
"ENSRNOG00000006082",30
"ENSRNOG00000068860",1
"ENSRNOG00000006523",382
"ENSRNOG00000063707",0
"ENSRNOG00000062976",0
"ENSRNOG00000064245",0
"ENSRNOG00000006929",878
"ENSRNOG00000062682",0
"ENSRNOG00000063148",0
"ENSRNOG00000040287",12214
"ENSRNOG00000066971",0
"ENSRNOG00000065042",7
"ENSRNOG00000067603",0
"ENSRNOG00000032136",275
"ENSRNOG00000062915",0
"ENSRNOG00000033376",0
"ENSRNOG00000065459",0
"ENSRNOG00000004706",0
"ENSRNOG00000066380",0
"ENSRNOG00000069750",0
"ENSRNOG00000071091",0
"ENSRNOG00000066590",0
"ENSRNOG00000068696",0
"ENSRNOG00000070047",0
"ENSRNOG00000063672",0
"ENSRNOG00000025926",645
"ENSRNOG00000070891",0
"ENSRNOG00000068413",0
"ENSRNOG00000065690",0
"ENSRNOG00000004806",615
"ENSRNOG00000015796",89
"ENSRNOG00000007023",772
"ENSRNOG00000015667",1
"ENSRNOG00000005289",2166
"ENSRNOG00000015059",950
"ENSRNOG00000016110",2
"ENSRNOG00000067942",10
"ENSRNOG00000067086",1155
"ENSRNOG00000068285",0
"ENSRNOG00000005279",234
"ENSRNOG00000040136",1
"ENSRNOG00000024372",117
"ENSRNOG00000005087",616
"ENSRNOG00000024525",197
"ENSRNOG00000014879",1207
"ENSRNOG00000064368",113
"ENSRNOG00000066755",208
"ENSRNOG00000016528",368
"ENSRNOG00000015566",5
"ENSRNOG00000005705",6
"ENSRNOG00000028504",2925
"ENSRNOG00000016703",5
"ENSRNOG00000005810",0
"ENSRNOG00000016688",1977
"ENSRNOG00000042932",520
"ENSRNOG00000015603",156
"ENSRNOG00000030328",451
"ENSRNOG00000062519",0
"ENSRNOG00000016712",0
"ENSRNOG00000015215",416
"ENSRNOG00000032703",121
"ENSRNOG00000062904",21
"ENSRNOG00000015325",568
"ENSRNOG00000005856",265
"ENSRNOG00000046926",0
"ENSRNOG00000016783",0
"ENSRNOG00000049335",6
"ENSRNOG00000070800",0
"ENSRNOG00000021318",562
"ENSRNOG00000040110",907
"ENSRNOG00000048315",733
"ENSRNOG00000002516",368
"ENSRNOG00000014720",455
"ENSRNOG00000068029",3
"ENSRNOG00000069334",0
"ENSRNOG00000050220",3
"ENSRNOG00000057031",11
"ENSRNOG00000007172",2444
"ENSRNOG00000005124",576
"ENSRNOG00000069544",1
"ENSRNOG00000070393",0
"ENSRNOG00000005420",0
"ENSRNOG00000066978",0
"ENSRNOG00000016396",934
"ENSRNOG00000005250",0
"ENSRNOG00000016134",295
"ENSRNOG00000063108",2044
"ENSRNOG00000015559",0
"ENSRNOG00000030667",562
"ENSRNOG00000062020",0
"ENSRNOG00000068059",0
"ENSRNOG00000051000",1
"ENSRNOG00000069250",0
"ENSRNOG00000004188",2
"ENSRNOG00000029776",0
"ENSRNOG00000049398",0
"ENSRNOG00000062685",0
"ENSRNOG00000069124",1
"ENSRNOG00000040045",238
"ENSRNOG00000004577",460
"ENSRNOG00000052193",0
"ENSRNOG00000031342",458
"ENSRNOG00000005877",1440
"ENSRNOG00000028518",0
"ENSRNOG00000002495",6
"ENSRNOG00000065320",0
"ENSRNOG00000031564",1
"ENSRNOG00000005067",9560
"ENSRNOG00000024310",3
"ENSRNOG00000050408",0
"ENSRNOG00000004208",696
"ENSRNOG00000032523",16
"ENSRNOG00000030629",146
"ENSRNOG00000064208",0
"ENSRNOG00000062523",6
"ENSRNOG00000065148",1110
"ENSRNOG00000064848",52
"ENSRNOG00000046279",21
"ENSRNOG00000063865",0
"ENSRNOG00000007744",279
"ENSRNOG00000068283",0
"ENSRNOG00000029871",4
"ENSRNOG00000068823",0
"ENSRNOG00000068981",0
"ENSRNOG00000030034",11
"ENSRNOG00000067080",0
"ENSRNOG00000039207",9
"ENSRNOG00000047115",333
"ENSRNOG00000007326",1191
"ENSRNOG00000047877",0
"ENSRNOG00000056825",5
"ENSRNOG00000063683",1
"ENSRNOG00000007951",0
"ENSRNOG00000011091",0
"ENSRNOG00000065478",12
"ENSRNOG00000069569",17
"ENSRNOG00000032513",3
"ENSRNOG00000068008",0
"ENSRNOG00000066939",4
"ENSRNOG00000064210",7
"ENSRNOG00000006399",1369
"ENSRNOG00000067232",128
"ENSRNOG00000068503",2
"ENSRNOG00000067053",0
"ENSRNOG00000069610",345
"ENSRNOG00000067921",2
"ENSRNOG00000062245",2022
"ENSRNOG00000027136",539
"ENSRNOG00000070156",0
"ENSRNOG00000062594",0
"ENSRNOG00000029594",2345
"ENSRNOG00000067976",652
"ENSRNOG00000064776",0
"ENSRNOG00000031317",0
"ENSRNOG00000007006",351
"ENSRNOG00000030058",0
"ENSRNOG00000066517",0
"ENSRNOG00000068318",8
"ENSRNOG00000002874",401
"ENSRNOG00000066790",0
"ENSRNOG00000065578",44
"ENSRNOG00000034026",800
"ENSRNOG00000030869",27
"ENSRNOG00000063393",4
"ENSRNOG00000068021",0
